TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
147.74,1,33,1,23.0,3,15.0,1.0,1711.78,3
46.23,1,14,2,77.0,2,282.0,1.0,5107.75,4
265.37,1,42,1,33.0,1,77.0,1.0,5229.95,4
342.57,1,4,2,20.0,3,91.0,1.0,339.16,3
33.63,1,8,2,63.0,2,76.0,1.0,4324.4,4
64.58,1,12,1,55.0,2,173.0,1.0,6292.29,0
71.87,1,26,0,22.0,3,258.0,1.0,1839.1,3
308.8,1,3,0,53.0,2,41.0,1.0,3966.54,0
288.43,1,31,1,66.0,2,72.0,1.0,4577.09,0
170.36,1,16,0,30.0,0,118.0,1.0,6034.73,2
736.53,1,30,0,55.0,1,120.0,1.0,9826.26,1
213.42,1,8,0,45.0,1,17.0,1.0,3736.38,0
94.09,1,24,1,27.0,3,203.0,1.0,646.85,3
3.65,1,24,2,69.0,0,146.0,1.0,10017.11,4
224.79,1,4,2,18.0,3,129.0,1.0,528.38,3
64.3,1,21,0,55.0,2,67.0,1.0,7530.3,0
111.79,1,17,2,62.0,0,49.0,1.0,10887.59,4
170.45,1,37,1,60.0,1,199.0,1.0,2284.41,0
344.27,1,35,1,22.0,3,123.0,1.0,1918.36,3
872.72,1,42,2,22.0,3,288.0,1.0,503.01,1
292.95,1,22,1,37.0,1,56.0,1.0,1216.91,4
28.44,1,14,0,18.0,3,243.0,1.0,1071.04,3
209.02,1,12,0,21.0,3,74.0,1.0,187.9,3
20.05,1,6,0,72.0,2,171.0,1.0,7145.67,0
175.02,1,31,2,28.0,3,71.0,1.0,1493.88,3
69.96,1,3,1,28.0,3,31.0,1.0,164.12,3
100.38,1,39,1,63.0,0,49.0,1.0,10171.68,2
137.23,1,14,1,64.0,0,63.0,1.0,13847.99,2
870.3,1,38,0,51.0,2,229.0,1.0,3688.98,1
458.94,1,11,1,52.0,1,180.0,1.0,5619.95,1
757.15,1,33,2,53.0,1,38.0,1.0,4702.86,1
170.97,1,26,1,26.0,3,292.0,1.0,1265.27,3
659.15,1,4,0,22.0,3,204.0,1.0,1241.59,1
31.53,1,18,2,25.0,3,283.0,1.0,874.93,3
250.01,1,18,0,62.0,2,88.0,1.0,1541.48,0
554.15,1,33,0,49.0,0,108.0,1.0,14817.22,2
28.38,1,34,1,55.0,0,98.0,1.0,173.7,4
16.8,1,36,0,49.0,0,94.0,1.0,11847.07,2
896.79,1,9,2,33.0,0,168.0,1.0,11146.74,1
159.0,1,19,0,49.0,1,38.0,1.0,369.79,0
203.99,1,30,2,52.0,2,215.0,1.0,4840.31,4
50.99,1,11,1,29.0,0,76.0,1.0,1334.6,4
299.92,1,10,0,27.0,3,122.0,1.0,1368.0,3
18.35,1,26,1,21.0,3,78.0,1.0,1293.39,3
65.11,1,26,0,34.0,1,150.0,1.0,8485.14,2
137.48,1,39,1,55.0,0,47.0,1.0,14273.42,2
398.36,1,8,0,22.0,3,56.0,1.0,1863.7,3
469.46,1,27,0,20.0,3,149.0,1.0,8640.56,1
37.58,1,16,0,57.0,0,182.0,1.0,259.44,0
160.24,1,42,0,31.0,1,15.0,1.0,5526.97,0
165.91,1,17,0,26.0,3,84.0,1.0,587.12,3
211.36,1,37,1,47.0,1,194.0,1.0,4760.34,4
241.45,1,32,2,26.0,3,158.0,1.0,1594.04,3
23.24,1,16,1,68.0,0,129.0,1.0,13777.79,2
314.52,1,22,0,80.0,2,229.0,1.0,7071.32,0
854.64,1,13,1,56.0,2,118.0,1.0,2989.25,1
261.19,1,28,0,64.0,2,52.0,1.0,7620.6,0
11.86,1,34,1,31.0,1,129.0,1.0,6782.61,4
122.65,1,8,2,28.0,3,41.0,1.0,1968.51,3
395.16,1,25,2,56.0,2,17.0,1.0,5340.73,4
704.69,1,19,2,51.0,2,150.0,1.0,3267.84,1
369.89,1,35,0,69.0,2,69.0,1.0,6941.47,0
10.92,1,17,0,67.0,2,268.0,1.0,7567.2,0
199.14,1,39,1,31.0,1,36.0,1.0,7001.25,4
757.79,1,5,2,22.0,3,117.0,1.0,1443.02,1
122.81,1,38,1,52.0,0,12.0,1.0,8450.84,2
96.25,1,15,2,61.0,2,171.0,1.0,7996.7,4
142.55,1,18,2,67.0,0,97.0,1.0,1262.68,4
24.86,1,17,1,58.0,1,292.0,1.0,2591.65,0
103.08,1,37,2,60.0,0,109.0,1.0,12002.16,2
116.27,1,32,2,57.0,1,94.0,1.0,8726.92,4
206.84,1,30,1,20.0,3,154.0,1.0,454.66,3
199.37,1,6,2,24.0,3,79.0,1.0,1331.3,3
18.23,1,26,0,56.0,1,28.0,1.0,8422.2,0
398.7,1,0,0,47.0,0,276.0,1.0,7987.74,2
378.2,1,23,1,40.0,1,167.0,1.0,7372.81,2
124.74,1,20,0,49.0,1,33.0,1.0,2987.97,0
17.1,1,0,0,53.0,2,101.0,1.0,1619.54,0
287.05,1,25,0,22.0,3,212.0,1.0,1204.65,3
874.72,1,37,2,28.0,1,173.0,1.0,4630.58,1
348.44,1,3,2,24.0,3,147.0,1.0,1022.94,3
128.4,1,40,0,69.0,2,31.0,1.0,2610.64,0
320.93,1,1,2,55.0,1,178.0,1.0,9451.66,4
1.41,1,34,0,53.0,2,278.0,1.0,1244.17,0
50.52,1,20,1,54.0,0,293.0,1.0,12815.24,2
12.94,1,14,1,23.0,3,158.0,1.0,921.23,3
329.75,1,34,2,56.0,2,211.0,1.0,6009.43,4
150.6,1,24,0,69.0,2,59.0,1.0,3240.14,0
29.5,1,35,2,73.0,2,129.0,1.0,1229.32,4
54.34,1,0,0,65.0,0,46.0,1.0,8019.89,2
18.25,1,18,0,53.0,0,18.0,1.0,14328.29,2
633.87,1,18,2,27.0,3,175.0,1.0,330.16,1
81.15,1,24,0,19.0,3,114.0,1.0,1595.26,3
83.95,1,27,2,75.0,2,170.0,1.0,7413.18,4
172.68,1,3,0,33.0,0,17.0,1.0,10724.95,2
139.88,1,7,0,34.0,1,162.0,1.0,2969.71,0
165.55,1,9,1,28.0,3,115.0,1.0,761.78,3
285.69,1,24,0,63.0,2,35.0,1.0,2552.54,0
532.4,1,17,0,22.0,3,149.0,1.0,1033.73,3
293.85,1,5,2,25.0,3,144.0,1.0,1919.97,3
27.94,1,1,1,79.0,2,120.0,1.0,1893.44,0
270.36,1,28,0,25.0,3,37.0,1.0,1783.04,3
506.03,1,11,1,21.0,3,21.0,1.0,1123.89,3
206.95,1,39,1,22.0,3,31.0,1.0,1817.65,3
350.96,1,40,0,63.0,2,167.0,1.0,5463.94,0
261.63,1,6,1,20.0,3,150.0,1.0,477.03,3
46.12,1,14,1,59.0,0,30.0,1.0,8874.01,2
331.66,1,19,0,76.0,2,145.0,1.0,7216.3,0
556.04,1,10,0,72.0,2,27.0,1.0,5200.04,0
67.25,1,24,2,19.0,3,157.0,1.0,467.4,3
93.63,1,27,0,29.0,1,141.0,1.0,9873.62,2
291.27,1,11,1,77.0,2,121.0,1.0,6878.86,0
98.41,1,34,2,27.0,3,48.0,1.0,912.71,3
127.57,1,26,0,52.0,2,75.0,1.0,6118.2,0
392.05,1,10,0,60.0,1,172.0,1.0,4383.69,0
849.76,1,39,0,25.0,3,269.0,1.0,373.88,1
172.5,1,8,2,68.0,0,31.0,1.0,6851.16,4
152.34,1,29,1,55.0,0,115.0,1.0,6853.51,2
21.13,1,9,1,28.0,3,153.0,1.0,948.7,3
111.55,1,10,0,46.0,0,101.0,1.0,12221.17,2
148.77,1,38,1,67.0,2,175.0,1.0,2138.42,0
180.94,1,33,1,75.0,2,57.0,1.0,7659.99,0
77.9,1,42,1,21.0,3,128.0,1.0,664.72,3
100.68,1,22,2,63.0,2,139.0,1.0,1123.75,4
589.64,1,5,2,62.0,2,210.0,1.0,2039.4,1
651.55,1,31,2,72.0,2,82.0,1.0,2325.78,1
80.97,1,39,2,38.0,0,157.0,1.0,5926.31,4
191.89,1,35,1,25.0,3,14.0,1.0,399.57,3
201.53,1,40,2,68.0,2,287.0,1.0,2732.86,4
8.45,1,30,0,22.0,3,141.0,1.0,1115.3,3
16.27,1,1,0,57.0,0,44.0,1.0,10971.32,2
290.86,1,21,2,45.0,0,36.0,1.0,14631.88,2
346.12,1,37,1,44.0,0,12.0,1.0,13084.27,2
7.56,1,25,0,40.0,0,145.0,1.0,8528.72,2
540.4,1,15,1,45.0,0,272.0,1.0,425.77,1
264.14,1,3,0,64.0,0,125.0,1.0,8459.26,2
248.15,1,25,0,75.0,2,202.0,1.0,2649.23,0
24.34,1,33,1,54.0,1,110.0,1.0,6659.12,4
428.61,1,13,0,66.0,0,62.0,1.0,11937.04,2
165.8,1,26,2,60.0,1,287.0,1.0,2064.76,4
289.18,1,3,0,65.0,2,64.0,1.0,3139.75,0
125.39,1,20,0,21.0,3,140.0,1.0,202.69,3
42.09,1,10,1,29.0,1,118.0,1.0,5526.28,4
607.28,1,3,0,32.0,0,84.0,1.0,9679.68,2
91.9,1,6,2,77.0,2,125.0,1.0,1033.94,4
303.43,1,41,1,22.0,3,30.0,1.0,1833.24,3
668.78,1,23,0,20.0,3,141.0,1.0,983.68,1
247.93,1,16,1,37.0,1,79.0,1.0,9801.48,2
34.67,1,6,2,19.0,3,71.0,1.0,888.6,3
373.99,1,34,0,60.0,0,140.0,1.0,8590.5,2
819.48,1,41,0,25.0,3,26.0,1.0,1804.5,1
14.0,1,35,0,49.0,1,173.0,1.0,7975.18,2
57.16,1,8,0,40.0,1,74.0,1.0,222.22,0
282.26,1,22,2,37.0,1,278.0,1.0,6857.2,4
473.2,1,15,2,34.0,0,173.0,1.0,248.52,4
192.97,1,34,0,59.0,2,140.0,1.0,3019.04,0
168.99,1,3,0,18.0,3,203.0,1.0,1523.57,3
1.82,1,37,2,80.0,2,60.0,1.0,5571.39,4
40.9,1,5,0,55.0,0,37.0,1.0,1514.34,0
78.91,1,34,2,61.0,0,157.0,1.0,1817.43,4
148.13,1,31,1,58.0,2,56.0,1.0,2189.38,0
164.52,1,9,0,61.0,0,162.0,1.0,11036.74,2
268.7,1,25,0,53.0,2,63.0,1.0,2104.74,0
637.34,1,16,0,51.0,2,278.0,1.0,5183.5,1
418.02,1,20,0,46.0,0,110.0,1.0,11011.86,2
251.4,1,40,0,57.0,2,178.0,1.0,2561.67,0
184.56,1,41,2,21.0,3,93.0,1.0,1549.27,3
33.76,1,39,2,26.0,1,227.0,1.0,3253.51,4
42.56,1,14,2,18.0,3,146.0,1.0,4361.44,3
53.83,1,3,1,70.0,2,131.0,1.0,4580.59,0
11.09,1,5,1,51.0,1,95.0,1.0,2990.05,4
449.18,1,10,2,67.0,2,50.0,1.0,1025.99,4
297.6,1,25,2,39.0,0,162.0,1.0,1461.17,4
683.75,1,19,1,32.0,0,106.0,1.0,6333.72,1
315.94,1,29,0,78.0,2,93.0,1.0,4273.99,0
216.03,1,4,0,42.0,0,300.0,1.0,10462.77,2
17.42,1,9,0,74.0,2,150.0,1.0,6851.31,0
491.91,1,25,2,78.0,2,155.0,1.0,2421.94,4
218.07,1,2,1,23.0,3,243.0,1.0,443.62,3
613.21,1,40,0,61.0,2,157.0,1.0,3279.12,1
73.83,1,19,2,69.0,0,69.0,1.0,6020.29,4
67.33,1,11,2,59.0,1,36.0,1.0,5925.98,4
26.92,1,16,0,62.0,2,43.0,1.0,1674.94,0
18.3,1,23,2,48.0,1,155.0,1.0,3733.52,4
317.94,1,20,0,54.0,1,124.0,1.0,2996.51,0
179.38,1,23,2,40.0,0,173.0,1.0,11666.18,2
13.92,1,20,0,37.0,1,209.0,1.0,2735.84,0
365.43,1,32,0,25.0,3,176.0,1.0,1073.51,3
263.59,1,9,1,71.0,2,16.0,1.0,6996.35,0
54.8,1,0,1,34.0,1,140.0,1.0,4943.49,4
31.39,1,40,0,20.0,3,15.0,1.0,998.49,3
5.71,1,40,1,21.0,3,106.0,1.0,1285.42,3
178.39,1,40,2,34.0,1,98.0,1.0,8469.43,4
36.09,1,8,1,53.0,0,167.0,1.0,12319.26,2
91.77,1,29,1,51.0,0,174.0,1.0,9240.73,2
137.81,1,11,1,58.0,1,44.0,1.0,2631.47,4
256.34,1,18,1,69.0,2,99.0,1.0,7471.63,0
56.11,1,4,1,36.0,0,109.0,1.0,11123.65,2
118.1,1,13,0,50.0,1,50.0,1.0,7976.6,0
237.97,1,8,0,69.0,0,69.0,1.0,13486.15,2
684.96,1,23,0,21.0,3,31.0,1.0,526.67,1
878.63,1,8,0,60.0,1,139.0,1.0,4954.37,1
276.56,1,2,1,68.0,0,15.0,1.0,8942.58,2
8.75,1,21,0,79.0,2,199.0,1.0,4044.62,0
637.48,1,7,2,65.0,2,207.0,1.0,4148.85,1
103.15,1,36,1,51.0,0,179.0,1.0,11388.15,2
505.6,1,10,1,52.0,2,183.0,1.0,5347.57,1
371.86,1,24,0,46.0,0,91.0,1.0,1329.45,0
14.26,1,41,1,50.0,1,37.0,1.0,2475.65,4
13.16,1,23,1,43.0,1,98.0,1.0,1019.46,4
73.01,1,15,0,56.0,2,101.0,1.0,2833.12,0
150.3,1,19,2,41.0,0,204.0,1.0,14371.08,2
23.7,1,37,0,46.0,0,32.0,1.0,7947.44,2
49.59,1,4,1,48.0,1,147.0,1.0,6037.03,4
134.92,1,20,2,19.0,3,101.0,1.0,1081.97,3
116.97,1,28,0,18.0,3,299.0,1.0,729.7,3
5.81,1,15,0,25.0,3,222.0,1.0,1290.95,3
103.48,1,3,0,32.0,1,33.0,1.0,6494.25,0
156.74,1,28,0,70.0,2,136.0,1.0,4004.35,0
505.14,1,32,0,68.0,2,179.0,1.0,2525.47,0
31.06,1,18,0,46.0,0,61.0,1.0,11014.25,2
7.61,1,1,0,50.0,0,163.0,1.0,6275.0,2
145.77,1,22,0,68.0,2,237.0,1.0,5294.98,0
369.44,1,11,2,34.0,1,19.0,1.0,5018.67,4
558.86,1,2,0,60.0,0,95.0,1.0,9844.32,2
429.15,1,19,1,26.0,3,218.0,1.0,712.13,3
36.74,1,40,1,33.0,0,133.0,1.0,6217.58,2
132.48,1,5,1,36.0,1,101.0,1.0,9313.05,2
203.76,1,7,1,55.0,2,37.0,1.0,6747.16,0
750.95,1,6,1,78.0,2,27.0,1.0,5134.37,1
0.84,1,2,0,52.0,1,31.0,1.0,2207.54,0
257.18,1,20,2,67.0,0,28.0,1.0,13336.15,2
767.66,1,38,0,63.0,0,155.0,1.0,1801.69,1
182.29,1,36,2,54.0,0,123.0,1.0,522.39,4
144.1,1,6,1,57.0,0,30.0,1.0,11523.64,2
72.5,1,13,0,40.0,0,30.0,1.0,12723.62,2
22.15,1,10,1,44.0,0,73.0,1.0,7451.83,2
777.92,1,2,1,62.0,0,97.0,1.0,7061.58,1
790.07,1,24,2,28.0,3,197.0,1.0,985.77,1
767.41,1,13,0,56.0,0,27.0,1.0,12799.34,2
49.67,1,1,2,21.0,3,146.0,1.0,842.94,3
702.87,1,42,0,19.0,3,184.0,1.0,1237.5,1
52.87,1,16,1,24.0,3,70.0,1.0,960.96,3
179.0,1,15,0,78.0,2,121.0,1.0,7310.88,0
384.11,1,13,0,58.0,2,12.0,1.0,7902.52,0
227.61,1,15,2,71.0,2,61.0,1.0,4405.28,4
40.83,1,16,0,48.0,1,24.0,1.0,3944.12,0
484.24,1,33,1,67.0,0,77.0,1.0,8042.3,2
301.47,1,7,1,21.0,3,291.0,1.0,560.73,3
199.09,1,11,2,70.0,0,89.0,1.0,1658.52,4
515.94,1,37,0,29.0,1,37.0,1.0,1389.89,1
41.93,1,14,0,48.0,1,136.0,1.0,5081.26,0
95.35,1,6,2,21.0,3,131.0,1.0,1639.9,3
93.14,1,22,2,67.0,2,151.0,1.0,5473.82,4
233.71,1,17,2,19.0,3,297.0,1.0,1231.98,3
14.92,1,19,1,26.0,1,120.0,1.0,6611.26,4
242.17,1,17,0,60.0,0,147.0,1.0,883.72,0
122.98,1,17,2,79.0,2,228.0,1.0,5055.99,4
129.35,1,19,0,52.0,1,130.0,1.0,7166.88,0
138.33,1,9,2,21.0,3,69.0,1.0,232.56,3
39.31,1,32,2,25.0,3,178.0,1.0,1236.38,3
91.85,1,39,2,21.0,3,148.0,1.0,802.09,3
277.7,1,26,1,58.0,1,107.0,1.0,1423.2,0
114.03,1,32,0,51.0,0,172.0,1.0,13388.56,2
31.19,1,5,0,52.0,1,74.0,1.0,5545.96,0
742.26,1,36,2,27.0,1,36.0,1.0,7868.19,1
256.8,1,5,0,26.0,3,80.0,1.0,1128.38,3
378.68,1,13,0,60.0,0,239.0,1.0,7627.04,2
571.93,1,42,2,52.0,2,119.0,1.0,4026.03,1
533.61,1,23,2,48.0,1,115.0,1.0,3656.93,1
428.62,1,33,1,55.0,2,72.0,1.0,3473.24,1
361.22,1,33,0,64.0,2,167.0,1.0,7061.73,0
837.29,1,31,1,25.0,3,216.0,1.0,6012.67,1
135.27,1,1,0,48.0,0,131.0,1.0,9410.51,2
185.1,1,0,1,53.0,2,23.0,1.0,6115.63,4
354.96,1,13,2,69.0,0,96.0,1.0,6712.94,4
224.22,1,14,1,53.0,0,37.0,1.0,8400.87,2
737.1,1,42,0,60.0,2,92.0,1.0,4644.19,1
223.22,1,13,0,27.0,3,96.0,1.0,1734.22,3
557.26,1,38,0,69.0,0,53.0,1.0,5237.12,0
27.44,1,4,0,62.0,2,164.0,1.0,5950.48,0
310.09,1,11,1,36.0,0,166.0,1.0,9962.5,2
80.38,1,18,2,52.0,0,116.0,1.0,9662.88,4
59.73,1,14,0,27.0,3,56.0,1.0,800.93,3
758.77,1,35,0,60.0,1,114.0,1.0,7231.47,1
301.51,1,5,0,22.0,3,284.0,1.0,1052.31,3
483.92,1,27,0,70.0,2,115.0,1.0,3138.0,0
78.93,1,23,0,38.0,0,145.0,1.0,9916.24,2
36.63,1,24,0,75.0,2,261.0,1.0,7941.73,0
87.85,1,7,1,49.0,1,63.0,1.0,3753.24,4
705.34,1,42,2,59.0,0,124.0,1.0,5003.22,1
116.89,1,8,2,71.0,2,226.0,1.0,4880.31,4
106.41,1,20,1,57.0,2,87.0,1.0,1310.38,0
584.41,1,19,0,23.0,3,41.0,1.0,4475.22,1
79.21,1,7,1,56.0,2,140.0,1.0,1615.04,0
422.81,1,20,1,28.0,3,193.0,1.0,1929.28,3
135.43,1,38,0,57.0,2,92.0,1.0,5315.83,0
308.94,1,20,2,25.0,3,167.0,1.0,1931.66,3
295.93,1,4,1,36.0,0,117.0,1.0,1050.63,4
77.44,1,42,1,58.0,2,268.0,1.0,1950.63,0
291.68,1,8,0,21.0,3,90.0,1.0,1451.02,3
56.96,1,0,0,22.0,3,135.0,1.0,1597.85,3
436.8,1,39,2,27.0,3,92.0,1.0,1256.33,3
259.49,1,2,2,72.0,2,292.0,1.0,7320.61,4
726.26,1,29,2,57.0,2,147.0,1.0,2150.38,1
568.68,1,15,0,72.0,2,101.0,1.0,2940.04,0
61.33,1,33,0,27.0,1,129.0,1.0,7537.4,2
27.64,1,27,2,54.0,1,23.0,1.0,7498.51,4
3.85,1,38,0,29.0,0,32.0,1.0,10506.41,2
178.55,1,15,1,55.0,1,67.0,1.0,7568.4,4
248.76,1,10,0,18.0,3,56.0,1.0,546.46,3
76.16,1,37,0,23.0,3,99.0,1.0,1072.25,3
347.25,1,16,0,69.0,0,250.0,1.0,7273.55,2
325.98,1,42,0,19.0,3,277.0,1.0,782.35,3
249.56,1,27,1,76.0,2,246.0,1.0,4444.95,0
17.43,1,0,0,56.0,0,33.0,1.0,10658.88,2
585.58,1,33,1,23.0,3,55.0,1.0,1729.02,1
331.98,1,10,0,74.0,2,12.0,1.0,7600.99,0
199.54,1,32,2,56.0,1,268.0,1.0,9603.73,4
212.97,1,1,2,59.0,1,178.0,1.0,4180.4,4
270.56,1,30,2,23.0,3,139.0,1.0,1268.44,3
306.37,1,7,0,26.0,1,120.0,1.0,9609.67,2
98.48,1,24,1,47.0,1,12.0,1.0,9538.92,2
889.01,1,41,2,36.0,1,169.0,1.0,4826.88,1
537.86,1,18,2,27.0,3,134.0,1.0,293.06,3
241.18,1,23,0,25.0,3,162.0,1.0,1445.53,3
130.54,1,1,0,64.0,0,94.0,1.0,11204.62,2
8.81,1,9,2,57.0,0,165.0,1.0,13523.65,2
28.52,1,11,0,20.0,3,163.0,1.0,662.51,3
199.23,1,40,0,29.0,1,54.0,1.0,9834.0,2
42.26,1,33,0,44.0,0,171.0,1.0,268.77,0
166.06,1,16,0,30.0,1,172.0,1.0,5397.68,0
588.37,1,9,2,28.0,3,284.0,1.0,1926.08,1
72.82,1,15,2,68.0,0,127.0,1.0,6911.62,4
162.36,1,40,2,36.0,1,147.0,1.0,7527.04,4
639.57,1,30,1,60.0,0,43.0,1.0,11726.47,2
58.23,1,31,2,28.0,3,34.0,1.0,9189.76,4
188.61,1,4,2,67.0,2,26.0,1.0,7167.57,4
50.28,1,28,1,60.0,1,65.0,1.0,5729.1,4
70.68,1,12,2,25.0,3,105.0,1.0,1478.41,3
261.77,1,6,2,28.0,3,46.0,1.0,824.71,3
183.22,1,25,0,27.0,3,63.0,1.0,1024.42,3
156.86,1,5,0,51.0,0,102.0,1.0,14453.35,2
120.67,1,7,0,42.0,0,233.0,1.0,5374.54,2
506.81,1,25,0,59.0,1,41.0,1.0,2757.23,0
328.39,1,27,0,41.0,1,108.0,1.0,2523.83,0
796.3,1,2,1,67.0,2,64.0,1.0,1498.79,1
72.47,1,4,2,29.0,0,72.0,1.0,1305.56,4
279.6,1,13,0,25.0,3,131.0,1.0,1910.9,3
304.2,1,16,2,25.0,3,102.0,1.0,423.64,3
351.38,1,27,1,64.0,2,21.0,1.0,7606.63,0
86.07,1,9,1,31.0,0,23.0,1.0,842.56,4
604.5,1,32,0,28.0,3,80.0,1.0,709.42,1
258.7,1,5,0,27.0,3,123.0,1.0,1358.37,3
63.76,1,35,0,69.0,2,100.0,1.0,4980.26,0
63.54,1,9,0,26.0,1,136.0,1.0,4401.78,0
81.11,1,5,2,48.0,1,110.0,1.0,2051.37,4
170.96,1,42,1,64.0,0,69.0,1.0,13374.89,2
48.51,1,2,1,22.0,3,69.0,1.0,3363.23,3
325.03,1,17,1,60.0,0,106.0,1.0,13521.76,2
738.94,1,30,1,41.0,0,173.0,1.0,13856.18,2
720.46,1,40,1,54.0,2,44.0,1.0,3101.54,1
291.46,1,24,0,57.0,2,135.0,1.0,7142.53,0
98.24,1,23,2,28.0,3,148.0,1.0,580.66,3
45.9,1,8,1,56.0,1,264.0,1.0,5698.25,0
258.21,1,35,2,39.0,0,225.0,1.0,9562.41,2
287.51,1,12,2,22.0,3,255.0,1.0,187.65,3
26.1,1,23,0,27.0,3,32.0,1.0,1435.72,3
436.77,1,17,0,20.0,3,176.0,1.0,825.69,3
139.52,1,32,1,23.0,3,31.0,1.0,1570.22,3
2.51,1,3,2,63.0,2,32.0,1.0,4891.56,4
22.62,1,41,0,64.0,0,102.0,1.0,7682.0,2
126.83,1,2,1,57.0,2,39.0,1.0,6100.98,0
46.6,1,11,2,55.0,0,68.0,1.0,1562.9,4
243.8,1,37,1,57.0,0,48.0,1.0,13732.81,2
762.74,1,20,0,64.0,0,244.0,1.0,207.1,1
34.03,1,20,1,57.0,1,38.0,1.0,3077.2,4
309.42,1,14,1,27.0,1,42.0,1.0,8564.46,2
476.99,1,36,2,23.0,3,187.0,1.0,1154.48,3
333.39,1,30,0,68.0,0,35.0,1.0,10628.59,2
10.3,1,14,0,47.0,1,197.0,1.0,7801.32,0
98.95,1,23,1,75.0,2,73.0,1.0,5670.82,0
215.13,1,5,2,46.0,1,114.0,1.0,3956.69,4
341.88,1,2,0,43.0,1,89.0,1.0,4159.52,0
50.43,1,38,1,32.0,0,51.0,1.0,9794.26,2
440.43,1,7,1,78.0,2,23.0,1.0,5123.24,0
1.98,1,39,0,66.0,0,170.0,1.0,11619.1,2
173.45,1,30,0,31.0,1,161.0,1.0,9077.62,2
438.76,1,35,1,22.0,3,73.0,1.0,1824.19,3
738.68,1,6,2,50.0,0,124.0,1.0,14352.33,2
151.14,1,22,2,64.0,2,38.0,1.0,2156.54,4
444.52,1,21,2,27.0,1,17.0,1.0,5424.6,4
5.29,1,16,2,52.0,0,276.0,1.0,11263.89,2
256.95,1,36,1,26.0,1,71.0,1.0,2531.24,4
84.28,1,22,1,39.0,0,142.0,1.0,13586.06,2
154.99,1,23,1,25.0,3,53.0,1.0,1419.31,3
481.53,1,1,1,58.0,2,277.0,1.0,6142.54,1
172.92,1,24,2,20.0,3,212.0,1.0,416.37,3
207.2,1,8,2,60.0,1,133.0,1.0,8092.94,4
136.82,1,6,1,31.0,1,14.0,1.0,6229.13,4
26.3,1,41,0,32.0,0,33.0,1.0,7473.73,2
182.42,1,18,1,51.0,2,137.0,1.0,3051.29,0
716.62,1,1,0,44.0,0,241.0,1.0,6987.4,1
79.77,1,37,0,68.0,2,167.0,1.0,5010.31,0
592.24,1,40,0,52.0,0,140.0,1.0,9817.05,2
343.88,1,26,2,63.0,2,97.0,1.0,6486.18,4
162.1,1,25,1,41.0,1,151.0,1.0,8576.65,2
36.12,1,15,2,22.0,3,234.0,1.0,1593.03,3
354.91,1,4,0,74.0,2,191.0,1.0,3872.55,0
38.41,1,10,0,40.0,0,117.0,1.0,9129.68,2
13.3,1,35,0,23.0,3,63.0,1.0,213.0,3
189.65,1,5,0,21.0,3,60.0,1.0,8457.09,3
255.32,1,3,0,80.0,2,27.0,1.0,6290.62,0
237.74,1,40,0,61.0,0,152.0,1.0,11795.12,2
444.47,1,38,2,57.0,2,61.0,1.0,6062.94,4
393.74,1,5,2,26.0,3,90.0,1.0,1769.06,3
515.57,1,8,0,27.0,1,56.0,1.0,9269.67,2
332.15,1,9,0,59.0,0,105.0,1.0,9749.46,2
177.94,1,25,2,19.0,3,173.0,1.0,123.24,3
240.03,1,1,2,33.0,1,31.0,1.0,7807.73,4
474.77,1,4,2,46.0,1,284.0,1.0,8494.53,4
451.7,1,6,2,29.0,1,103.0,1.0,8994.67,4
243.85,1,29,1,39.0,1,43.0,1.0,4576.78,4
435.08,1,37,2,55.0,1,78.0,1.0,2103.41,4
127.78,1,24,0,20.0,3,170.0,1.0,1046.66,3
545.87,1,24,1,27.0,1,41.0,1.0,4860.01,1
21.21,1,26,2,55.0,1,37.0,1.0,9575.42,4
114.15,1,1,0,19.0,3,52.0,1.0,1612.4,3
590.68,1,42,1,27.0,3,23.0,1.0,852.2,1
152.42,1,38,0,42.0,0,176.0,1.0,9141.79,2
615.16,1,4,2,26.0,3,140.0,1.0,214.61,1
220.52,1,39,0,57.0,2,152.0,1.0,1793.09,0
281.47,1,30,0,34.0,1,142.0,1.0,4437.48,0
424.47,1,28,2,22.0,3,116.0,1.0,5491.55,3
228.4,1,29,0,67.0,0,116.0,1.0,9598.43,2
67.17,1,39,2,63.0,0,48.0,1.0,14410.44,2
118.69,1,29,2,33.0,0,296.0,1.0,749.34,4
221.33,1,21,0,27.0,3,276.0,1.0,1185.43,3
433.53,1,30,1,38.0,0,231.0,1.0,6368.32,2
178.26,1,28,0,59.0,2,59.0,1.0,1137.13,0
237.0,1,40,2,49.0,0,115.0,1.0,14021.4,2
517.68,1,29,0,31.0,0,24.0,1.0,11305.81,2
36.25,1,40,1,52.0,0,76.0,1.0,193.06,4
46.53,1,37,0,42.0,1,34.0,1.0,4468.12,0
207.47,1,24,0,53.0,0,12.0,1.0,1688.9,0
199.7,1,16,0,43.0,1,285.0,1.0,7574.45,2
20.06,1,22,0,27.0,3,144.0,1.0,445.21,3
236.57,1,34,0,79.0,2,112.0,1.0,3488.77,0
0.32,1,4,0,39.0,1,136.0,1.0,7158.58,0
14.28,1,31,0,23.0,3,81.0,1.0,1597.51,3
317.53,1,24,2,44.0,1,104.0,1.0,6237.68,4
