TransactionID,AccountID,DeviceID,IPAddress,MerchantID,TransactionDate,Amount,TransactionType,Channel,CustomerAge,CustomerGender,LoginAttempts,AccountBalance,TransactionDuration,IsFraud
TXN001023,ACC3538,DEV578,48.134.186.68,MER12,2024-01-22 07:00:00,50.41,Deposit,POS,18.0,Male,1,52979.07,149.0,0
TXN001024,ACC5547,DEV574,11.142.191.130,MER45,2024-01-22 07:30:00,278.89,Deposit,ATM,38.0,Male,5,32783.12,281.0,0
TXN001025,ACC6619,DEV225,122.68.22.180,MER52,2024-01-22 08:00:00,84.95,Payment,ATM,74.0,Female,4,52613.22,246.0,0
TXN001026,ACC9356,DEV494,37.8.14.130,MER24,2024-01-22 08:30:00,264.62,Payment,Mobile,21.0,Female,1,11851.59,64.0,0
TXN001027,ACC7612,DEV916,93.197.16.153,MER50,2024-01-22 09:00:00,259.65,Withdrawal,POS,20.0,Female,1,13435.69,102.0,0
TXN001028,ACC6005,DEV980,149.71.148.120,MER89,2024-01-22 09:30:00,31.4,Deposit,ATM,66.0,Male,1,69563.7,185.0,0
TXN001029,ACC1822,DEV905,11.165.71.105,MER45,2024-01-22 10:00:00,181.17,Payment,POS,47.0,Male,1,91787.34,118.0,0
TXN001030,ACC1943,DEV675,216.124.34.118,MER93,2024-01-22 10:30:00,51.51,Deposit,ATM,48.0,Male,1,72704.97,107.0,0
TXN001031,ACC7150,DEV424,14.246.13.9,MER86,2024-01-22 11:00:00,52.96,Payment,Web,51.0,Female,4,7924.02,61.0,0
TXN001032,ACC5425,DEV491,140.37.107.118,MER42,2024-01-22 11:30:00,52.72,Withdrawal,Web,,Male,1,40588.11,289.0,0
TXN001033,ACC9966,DEV787,238.33.168.9,MER14,2024-01-22 12:00:00,193.96,Deposit,Mobile,37.0,Female,1,754.08,133.0,1
TXN001034,ACC3198,DEV727,122.144.144.194,MER87,2024-01-22 12:30:00,39.17,Payment,Web,40.0,Male,1,51365.07,90.0,0
TXN001035,ACC5242,DEV539,190.222.114.0,MER96,2024-01-22 13:00:00,0.14,Payment,ATM,71.0,Female,1,19723.85,204.0,0
TXN001036,ACC4695,DEV303,12.102.3.169,MER23,2024-01-22 13:30:00,188.41,Payment,Mobile,57.0,Male,2,86880.59,75.0,0
TXN001037,ACC4452,DEV585,141.97.105.84,MER77,2024-01-22 14:00:00,28.16,Payment,Mobile,42.0,Male,1,10881.34,102.0,0
TXN001038,ACC2308,DEV932,214.120.131.81,MER92,2024-01-22 14:30:00,16.55,Withdrawal,Web,32.0,Female,3,642.62,180.0,0
TXN001039,ACC5177,DEV130,197.18.129.11,MER56,2024-01-22 15:00:00,40.68,Deposit,POS,55.0,Male,1,,237.0,0
TXN001040,ACC9705,DEV487,81.73.97.5,MER63,2024-01-22 15:30:00,71.68,Deposit,Web,40.0,Male,2,15965.61,79.0,0
TXN001041,ACC7852,DEV724,136.124.50.10,MER13,2024-01-22 16:00:00,96.91,Transfer,Web,69.0,Female,1,73929.65,147.0,0
TXN001042,ACC7035,DEV976,191.184.126.139,MER92,2024-01-22 16:30:00,6.84,Deposit,Mobile,,Male,4,92033.51,27.0,0
TXN001043,ACC4594,DEV533,73.1.7.249,MER18,2024-01-22 17:00:00,528.88,Transfer,Web,74.0,Female,1,4672.83,185.0,1
TXN001044,ACC5841,DEV936,139.123.52.227,MER62,2024-01-22 17:30:00,188.85,Payment,ATM,74.0,Female,1,39860.42,49.0,1
TXN001045,ACC2409,DEV475,10.212.211.111,MER86,2024-01-22 18:00:00,58.56,Withdrawal,Mobile,32.0,Male,4,99683.09,96.0,0
TXN001046,ACC5566,DEV443,8.35.220.105,MER87,2024-01-22 18:30:00,57.56,Withdrawal,Web,69.0,Male,2,,273.0,0
TXN001047,ACC5491,DEV542,204.252.13.239,MER69,2024-01-22 19:00:00,89.28,Payment,POS,61.0,Male,1,95342.17,38.0,0
TXN001048,ACC2555,DEV678,182.241.212.85,MER55,2024-01-22 19:30:00,147.62,Transfer,ATM,52.0,Female,4,16826.29,170.0,0
TXN001049,ACC1804,DEV174,149.235.49.221,MER63,2024-01-22 20:00:00,23.74,Payment,POS,27.0,Male,3,22526.17,74.0,0
TXN001050,ACC2279,DEV656,167.19.215.86,MER83,2024-01-22 20:30:00,31.41,Withdrawal,ATM,31.0,Female,4,15903.72,200.0,0
TXN001051,ACC8083,DEV871,135.136.128.153,MER46,2024-01-22 21:00:00,294.31,Withdrawal,POS,44.0,Male,2,30585.72,137.0,0
TXN001052,ACC6986,DEV765,166.37.245.188,MER32,2024-01-22 21:30:00,44.41,Deposit,Web,71.0,Male,1,72576.21,251.0,1
TXN001053,ACC6619,DEV254,44.85.43.73,MER36,2024-01-22 22:00:00,71.75,Transfer,ATM,31.0,Female,2,16912.19,172.0,0
TXN001054,ACC2387,DEV529,119.189.121.133,MER79,2024-01-22 22:30:00,307.51,Deposit,Mobile,52.0,Male,2,52661.29,281.0,0
TXN001055,ACC3679,DEV462,145.50.241.37,MER75,2024-01-22 23:00:00,163.22,Withdrawal,Mobile,50.0,Male,1,27286.39,160.0,0
TXN001056,ACC3106,DEV547,152.50.9.119,MER70,2024-01-22 23:30:00,62.72,Withdrawal,POS,69.0,Male,3,83004.98,27.0,0
TXN001057,ACC9173,DEV333,200.148.247.69,MER86,2024-01-23 00:00:00,172.66,Deposit,POS,18.0,Male,1,1155.94,204.0,0
TXN001058,ACC5223,DEV662,85.56.125.38,MER60,2024-01-23 00:30:00,2.98,Deposit,POS,,Male,2,22699.94,279.0,1
TXN001059,ACC5831,DEV917,216.32.186.17,MER59,2024-01-23 01:00:00,199.57,Withdrawal,ATM,36.0,Female,5,60721.46,54.0,0
TXN001060,ACC3768,DEV361,184.219.56.243,MER28,2024-01-23 01:30:00,100.13,Deposit,Mobile,41.0,Male,1,10122.69,190.0,0
TXN001061,ACC4186,DEV926,96.203.47.41,MER10,2024-01-23 02:00:00,251.64,Deposit,Web,59.0,Female,2,46898.07,24.0,0
TXN001062,ACC3573,DEV224,27.73.109.248,MER49,2024-01-23 02:30:00,463.96,Transfer,ATM,21.0,Male,1,43902.63,120.0,0
TXN001063,ACC3599,DEV344,180.169.31.233,MER41,2024-01-23 03:00:00,390.13,Withdrawal,POS,53.0,Male,5,85326.04,96.0,0
TXN001064,ACC5033,DEV641,26.24.74.22,MER31,2024-01-23 03:30:00,359.97,Payment,Mobile,30.0,Female,1,62727.02,57.0,1
TXN001065,ACC9428,DEV584,226.56.179.231,MER75,2024-01-23 04:00:00,107.67,Transfer,POS,49.0,Male,4,64150.36,127.0,0
TXN001066,ACC2304,DEV221,126.86.220.30,MER49,2024-01-23 04:30:00,66.98,Payment,Web,26.0,Male,5,95204.86,269.0,0
TXN001067,ACC8368,DEV224,64.198.231.32,MER47,2024-01-23 05:00:00,93.83,Deposit,Web,56.0,Female,1,98244.86,8.0,0
TXN001068,ACC6877,DEV648,213.1.17.174,MER57,2024-01-23 05:30:00,175.63,Deposit,Mobile,33.0,Female,1,65512.78,173.0,1
TXN001069,ACC2301,DEV269,161.228.225.83,MER64,2024-01-23 06:00:00,323.12,Payment,ATM,67.0,Male,1,52439.14,285.0,0
TXN001070,ACC3541,DEV223,35.178.113.252,MER84,2024-01-23 06:30:00,34.79,Deposit,Web,20.0,Female,1,60988.05,294.0,0
TXN001071,ACC3051,DEV968,246.145.109.253,MER90,2024-01-23 07:00:00,375.51,Deposit,Web,69.0,Female,3,38553.15,,0
TXN001072,ACC7809,DEV134,88.71.124.29,MER64,2024-01-23 07:30:00,253.26,Transfer,Web,37.0,Female,1,98751.93,141.0,0
TXN001073,ACC9633,DEV186,172.52.137.86,MER60,2024-01-23 08:00:00,578.46,Payment,Web,27.0,Female,4,70649.62,260.0,0
TXN001074,ACC9996,DEV745,180.176.138.193,MER69,2024-01-23 08:30:00,318.35,Transfer,POS,73.0,Male,5,29455.18,145.0,0
TXN001075,ACC1074,DEV807,186.217.163.160,MER17,2024-01-23 09:00:00,49.26,Payment,POS,39.0,Male,2,6247.75,212.0,0
TXN001076,ACC7981,DEV885,175.12.39.88,MER95,2024-01-23 09:30:00,16.8,Transfer,ATM,65.0,Female,2,4949.83,264.0,0
TXN001077,ACC6475,DEV300,68.41.146.209,MER77,2024-01-23 10:00:00,17.86,Withdrawal,Mobile,20.0,Male,2,20888.84,267.0,0
TXN001078,ACC9232,DEV468,229.93.18.185,MER84,2024-01-23 10:30:00,51.63,Withdrawal,Mobile,28.0,Female,1,23674.85,275.0,0
TXN001079,ACC8184,DEV896,23.250.53.207,MER81,2024-01-23 11:00:00,142.86,Payment,Mobile,42.0,Male,5,41797.03,42.0,0
TXN001080,ACC6796,DEV176,65.139.23.33,MER18,2024-01-23 11:30:00,244.69,Withdrawal,Web,59.0,Male,1,21877.18,207.0,0
TXN001081,ACC8141,DEV158,53.248.135.17,MER11,2024-01-23 12:00:00,344.27,Transfer,POS,65.0,Female,5,63275.59,228.0,0
TXN001082,ACC2622,DEV530,57.111.4.153,MER89,2024-01-23 12:30:00,146.63,Payment,POS,25.0,Female,2,21519.85,56.0,0
TXN001083,ACC9041,DEV737,158.181.12.82,MER79,2024-01-23 13:00:00,0.85,Withdrawal,ATM,26.0,Male,1,19193.72,85.0,1
TXN001084,ACC1341,DEV599,29.2.89.103,MER94,2024-01-23 13:30:00,30.93,Withdrawal,Mobile,32.0,Male,1,47388.08,215.0,0
TXN001085,ACC3074,DEV208,123.185.249.254,MER68,2024-01-23 14:00:00,15.76,Payment,POS,49.0,Male,1,88922.53,11.0,0
TXN001086,ACC8992,DEV835,76.129.202.107,MER28,2024-01-23 14:30:00,67.72,Withdrawal,ATM,70.0,Female,1,,49.0,0
TXN001087,ACC1645,DEV377,156.81.76.228,MER37,2024-01-23 15:00:00,104.38,Withdrawal,Mobile,20.0,Male,1,41677.95,281.0,0
TXN001088,ACC5263,DEV167,214.203.1.126,MER81,2024-01-23 15:30:00,6.66,Payment,Web,21.0,Female,1,58020.44,263.0,0
TXN001089,ACC9801,DEV168,229.134.25.217,MER23,2024-01-23 16:00:00,64.27,Withdrawal,POS,47.0,Female,4,26092.76,146.0,0
TXN001090,ACC7136,DEV264,88.203.15.150,MER33,2024-01-23 16:30:00,29.62,Withdrawal,POS,30.0,Female,2,35666.94,262.0,0
TXN001091,ACC9646,DEV588,168.253.187.72,MER53,2024-01-23 17:00:00,156.22,Withdrawal,Mobile,61.0,Male,2,21776.61,289.0,0
TXN001092,ACC3969,DEV404,32.14.228.140,MER65,2024-01-23 17:30:00,93.62,Withdrawal,Web,38.0,Female,4,57395.09,41.0,0
TXN001093,ACC4028,DEV773,5.202.73.51,MER60,2024-01-23 18:00:00,102.57,Deposit,Web,58.0,Male,2,69890.06,49.0,0
TXN001094,ACC8643,DEV464,77.168.180.109,MER41,2024-01-23 18:30:00,83.71,Payment,POS,74.0,Female,5,67533.01,124.0,0
TXN001095,ACC3681,DEV953,178.142.105.247,MER59,2024-01-23 19:00:00,468.6,Deposit,Mobile,63.0,Male,2,25854.37,50.0,0
TXN001096,ACC4629,DEV920,127.6.39.155,MER50,2024-01-23 19:30:00,36.26,Deposit,ATM,36.0,Male,5,78075.0,144.0,0
TXN001097,ACC5225,DEV478,160.98.254.142,MER75,2024-01-23 20:00:00,109.06,Transfer,POS,56.0,Female,3,25967.39,57.0,1
TXN001098,ACC4067,DEV442,240.227.84.197,MER34,2024-01-23 20:30:00,199.78,Deposit,Web,65.0,Female,4,15456.0,292.0,0
TXN001099,ACC6941,DEV998,65.131.10.107,MER70,2024-01-23 21:00:00,122.08,Deposit,ATM,39.0,Male,1,35305.97,278.0,0
TXN001100,ACC2386,DEV653,26.188.164.150,MER75,2024-01-23 21:30:00,396.81,Transfer,Mobile,37.0,Male,3,59975.54,273.0,0
TXN001101,ACC3866,DEV453,221.84.239.236,MER51,2024-01-23 22:00:00,71.21,Withdrawal,Web,54.0,Female,4,14629.18,283.0,0
TXN001102,ACC5788,DEV515,237.240.218.230,MER74,2024-01-23 22:30:00,93.45,Withdrawal,ATM,48.0,Female,2,64984.67,66.0,0
TXN001103,ACC6490,DEV208,168.204.150.122,MER45,2024-01-23 23:00:00,13.9,Deposit,POS,27.0,Male,1,86375.27,58.0,0
TXN001104,ACC5124,DEV662,144.221.188.254,MER85,2024-01-23 23:30:00,140.86,Transfer,Web,35.0,Male,5,29667.48,73.0,0
TXN001105,ACC9340,DEV861,68.103.79.158,MER18,2024-01-24 00:00:00,51.0,Withdrawal,Mobile,60.0,Female,1,45295.56,246.0,1
TXN001106,ACC4850,DEV596,53.105.152.43,MER45,2024-01-24 00:30:00,26.21,Transfer,Web,56.0,Male,5,23216.89,274.0,0
TXN001107,ACC6415,DEV440,140.89.100.239,MER47,2024-01-24 01:00:00,117.96,Payment,POS,63.0,Female,1,36445.54,256.0,0
TXN001108,ACC8679,DEV482,97.219.8.11,MER42,2024-01-24 01:30:00,113.99,Payment,Mobile,37.0,Female,2,2686.07,288.0,0
TXN001109,ACC7819,DEV632,69.181.243.181,MER51,2024-01-24 02:00:00,11.84,Payment,POS,35.0,Female,1,95400.05,75.0,0
TXN001110,ACC9378,DEV399,28.55.98.196,MER70,2024-01-24 02:30:00,179.71,Payment,ATM,28.0,Female,4,41881.08,104.0,0
TXN001111,ACC2333,DEV238,226.109.225.76,MER55,2024-01-24 03:00:00,146.63,Deposit,Web,39.0,Male,1,78992.58,65.0,0
TXN001112,ACC5150,DEV458,103.105.108.111,MER95,2024-01-24 03:30:00,31.43,Payment,POS,61.0,Female,3,14693.02,107.0,0
TXN001113,ACC7766,DEV935,58.77.74.41,MER98,2024-01-24 04:00:00,95.07,Payment,ATM,35.0,Female,5,81329.33,123.0,0
TXN001114,ACC3711,DEV598,166.67.180.32,MER70,2024-01-24 04:30:00,191.12,Transfer,Mobile,51.0,Male,5,86084.66,21.0,0
TXN001115,ACC5853,DEV484,71.55.104.199,MER27,2024-01-24 05:00:00,113.07,Withdrawal,Mobile,40.0,Male,2,71689.97,195.0,0
TXN001116,ACC7212,DEV703,101.50.73.170,MER79,2024-01-24 05:30:00,75.5,Transfer,ATM,18.0,Female,5,90369.23,216.0,0
TXN001117,ACC8479,DEV379,121.142.165.142,MER91,2024-01-24 06:00:00,58.37,Deposit,ATM,72.0,Female,3,17136.11,82.0,0
TXN001118,ACC6408,DEV736,5.220.82.181,MER89,2024-01-24 06:30:00,141.39,Payment,Mobile,27.0,Female,2,47909.94,50.0,0
TXN001119,ACC8715,DEV582,51.9.139.245,MER24,2024-01-24 07:00:00,419.8,Withdrawal,POS,70.0,Female,3,62200.9,97.0,0
TXN001120,ACC9942,DEV210,4.94.145.79,MER57,2024-01-24 07:30:00,167.09,Withdrawal,ATM,18.0,Female,1,59821.2,17.0,0
TXN001121,ACC2762,DEV965,232.35.24.214,MER81,2024-01-24 08:00:00,11.65,Payment,POS,55.0,Female,2,86173.57,232.0,0
TXN001122,ACC8101,DEV238,204.97.163.100,MER22,2024-01-24 08:30:00,92.62,Payment,Mobile,56.0,Male,5,21961.29,21.0,0
TXN001123,ACC8674,DEV534,195.8.60.52,MER52,2024-01-24 09:00:00,332.22,Deposit,POS,66.0,Male,2,17976.56,66.0,0
TXN001124,ACC7122,DEV608,146.170.162.253,MER69,2024-01-24 09:30:00,14.88,Deposit,POS,26.0,Female,3,25711.17,47.0,1
TXN001125,ACC1481,DEV372,63.120.246.225,MER66,2024-01-24 10:00:00,674.79,Payment,ATM,48.0,Male,1,89209.23,72.0,0
TXN001126,ACC1153,DEV198,105.205.3.92,MER80,2024-01-24 10:30:00,446.59,Payment,POS,24.0,Male,1,94132.19,216.0,0
TXN001127,ACC8617,DEV863,169.254.172.177,MER26,2024-01-24 11:00:00,12.23,Payment,POS,34.0,Female,4,57178.2,207.0,0
TXN001128,ACC2524,DEV949,207.27.169.79,MER59,2024-01-24 11:30:00,406.39,Payment,POS,52.0,Male,5,50386.51,218.0,0
TXN001129,ACC3120,DEV203,76.115.68.97,MER41,2024-01-24 12:00:00,67.68,Withdrawal,Mobile,65.0,Male,1,60735.87,113.0,0
TXN001130,ACC3343,DEV313,234.0.166.95,MER31,2024-01-24 12:30:00,279.37,Deposit,Mobile,54.0,Female,5,61822.61,288.0,1
TXN001131,ACC6136,DEV860,218.16.111.250,MER64,2024-01-24 13:00:00,81.29,Payment,Web,69.0,Female,4,17445.32,98.0,0
TXN001132,ACC6760,DEV763,91.87.162.173,MER66,2024-01-24 13:30:00,87.2,Payment,Mobile,35.0,Female,1,68797.88,229.0,1
TXN001133,ACC2240,DEV861,170.245.166.89,MER22,2024-01-24 14:00:00,150.87,Withdrawal,Mobile,50.0,Male,3,45508.93,229.0,0
TXN001134,ACC1060,DEV886,49.189.37.150,MER56,2024-01-24 14:30:00,223.4,Transfer,Web,21.0,Female,3,51979.5,243.0,0
TXN001135,ACC2639,DEV264,150.131.176.58,MER96,2024-01-24 15:00:00,5.16,Payment,Web,40.0,Male,1,3516.5,122.0,0
TXN001136,ACC7185,DEV952,201.67.198.214,MER71,2024-01-24 15:30:00,134.9,Withdrawal,ATM,28.0,Female,3,76573.38,95.0,0
TXN001137,ACC8970,DEV619,130.48.215.231,MER63,2024-01-24 16:00:00,31.0,Withdrawal,ATM,69.0,Female,2,83625.08,293.0,0
TXN001138,ACC2252,DEV383,247.125.222.238,MER38,2024-01-24 16:30:00,63.69,Transfer,Mobile,26.0,Female,2,62132.44,285.0,0
TXN001139,ACC5203,DEV616,159.110.167.47,MER31,2024-01-24 17:00:00,64.15,Deposit,POS,47.0,Female,5,74998.0,23.0,0
TXN001140,ACC9363,DEV756,51.42.97.182,MER74,2024-01-24 17:30:00,94.97,Deposit,ATM,25.0,Male,4,52509.25,179.0,0
TXN001141,ACC4549,DEV712,216.176.123.217,MER38,2024-01-24 18:00:00,61.0,Deposit,ATM,57.0,Male,1,62026.16,110.0,0
TXN001142,ACC5197,DEV263,80.184.110.204,MER57,2024-01-24 18:30:00,17.04,Payment,Mobile,22.0,Female,5,39759.88,293.0,0
TXN001143,ACC8009,DEV985,143.26.195.207,MER14,2024-01-24 19:00:00,23.61,Deposit,POS,29.0,Male,2,79291.49,252.0,0
TXN001144,ACC7667,DEV758,192.221.235.157,MER44,2024-01-24 19:30:00,5.1,Payment,Web,18.0,Female,5,47092.96,146.0,0
TXN001145,ACC3322,DEV163,164.194.213.112,MER83,2024-01-24 20:00:00,95.3,Payment,Web,32.0,Female,2,68181.18,197.0,0
TXN001146,ACC5090,DEV190,86.113.248.241,MER92,2024-01-24 20:30:00,463.33,Withdrawal,Mobile,42.0,Male,5,62332.22,295.0,0
TXN001147,ACC7960,DEV216,247.123.48.75,MER80,2024-01-24 21:00:00,18.44,Deposit,Mobile,35.0,Male,4,70380.29,212.0,0
TXN001148,ACC4004,DEV965,55.212.55.195,MER55,2024-01-24 21:30:00,438.55,Deposit,POS,55.0,Female,5,78628.98,252.0,0
TXN001149,ACC6136,DEV366,95.43.158.185,MER44,2024-01-24 22:00:00,198.28,Deposit,Mobile,59.0,Female,3,51514.99,146.0,0
TXN001150,ACC1329,DEV921,87.245.180.83,MER54,2024-01-24 22:30:00,152.21,Payment,Mobile,63.0,Female,1,81400.06,226.0,1
TXN001151,ACC4640,DEV784,207.150.155.15,MER22,2024-01-24 23:00:00,155.46,Payment,Mobile,70.0,Male,4,49977.1,229.0,0
TXN001152,ACC8982,DEV658,165.148.206.144,MER19,2024-01-24 23:30:00,262.93,Deposit,POS,43.0,Female,4,95685.12,188.0,0
TXN001153,ACC5107,DEV239,242.36.76.146,MER75,2024-01-25 00:00:00,16.96,Payment,Mobile,57.0,Female,2,75390.84,192.0,0
TXN001154,ACC2341,DEV345,158.44.145.205,MER79,2024-01-25 00:30:00,105.41,Payment,ATM,20.0,Female,1,17528.59,117.0,0
TXN001155,ACC9407,DEV760,62.163.99.211,MER81,2024-01-25 01:00:00,179.15,Transfer,POS,71.0,Female,1,83043.65,185.0,0
TXN001156,ACC1338,DEV857,52.18.108.43,MER34,2024-01-25 01:30:00,132.58,Transfer,ATM,39.0,Female,1,55382.97,203.0,1
TXN001157,ACC6895,DEV494,7.248.171.116,MER53,2024-01-25 02:00:00,268.27,Deposit,POS,43.0,Female,4,98453.87,74.0,1
TXN001158,ACC3708,DEV586,68.250.33.193,MER69,2024-01-25 02:30:00,11.25,Deposit,ATM,36.0,Male,2,72022.49,90.0,0
TXN001159,ACC2750,DEV575,69.54.9.223,MER56,2024-01-25 03:00:00,176.02,Transfer,POS,61.0,Female,1,8896.88,43.0,0
TXN001160,ACC6604,DEV616,42.40.204.230,MER49,2024-01-25 03:30:00,114.54,Payment,Web,61.0,Female,1,39798.56,135.0,0
TXN001161,ACC3421,DEV283,197.121.137.9,MER16,2024-01-25 04:00:00,71.5,Payment,Mobile,64.0,Male,2,51968.9,14.0,1
TXN001162,ACC8119,DEV119,102.218.187.127,MER55,2024-01-25 04:30:00,62.39,Withdrawal,Mobile,56.0,Male,1,83981.85,7.0,0
TXN001163,ACC9901,DEV657,179.148.135.192,MER32,2024-01-25 05:00:00,145.47,Deposit,POS,53.0,Female,5,73069.88,154.0,0
TXN001164,ACC6319,DEV623,92.112.230.77,MER92,2024-01-25 05:30:00,332.45,Deposit,ATM,38.0,Male,2,37251.33,71.0,0
TXN001165,ACC7609,DEV681,85.29.212.48,MER55,2024-01-25 06:00:00,102.83,Deposit,Web,58.0,Female,4,65516.55,197.0,1
TXN001166,ACC6387,DEV628,9.144.68.57,MER95,2024-01-25 06:30:00,261.21,Withdrawal,ATM,71.0,Male,2,57902.64,101.0,1
TXN001167,ACC4993,DEV982,185.61.222.51,MER22,2024-01-25 07:00:00,77.16,Withdrawal,Mobile,,Male,1,13042.23,23.0,0
TXN001168,ACC9680,DEV246,189.39.165.170,MER30,2024-01-25 07:30:00,16.2,Payment,Mobile,43.0,Female,3,23868.44,102.0,0
TXN001169,ACC9044,DEV765,63.146.227.49,MER10,2024-01-25 08:00:00,9.52,Transfer,ATM,30.0,Male,1,34441.67,61.0,0
TXN001170,ACC9238,DEV403,161.140.77.247,MER28,2024-01-25 08:30:00,7.9,Transfer,POS,53.0,Female,3,19950.6,111.0,0
TXN001171,ACC5873,DEV719,97.189.220.42,MER69,2024-01-25 09:00:00,71.74,Transfer,POS,41.0,Male,3,15438.32,92.0,0
TXN001172,ACC5806,DEV847,177.35.121.107,MER42,2024-01-25 09:30:00,61.7,Payment,ATM,58.0,Female,1,6290.68,145.0,0
TXN001173,ACC9592,DEV919,10.94.5.56,MER13,2024-01-25 10:00:00,189.84,Transfer,Mobile,43.0,Male,1,87373.71,148.0,0
TXN001174,ACC6913,DEV963,129.70.185.218,MER12,2024-01-25 10:30:00,203.7,Withdrawal,ATM,,Female,1,29249.87,56.0,1
TXN001175,ACC8124,DEV681,21.91.126.79,MER61,2024-01-25 11:00:00,7.83,Withdrawal,Mobile,35.0,Female,2,29386.9,216.0,0
TXN001176,ACC4157,DEV794,56.237.214.115,MER37,2024-01-25 11:30:00,37.49,Deposit,ATM,32.0,Female,3,21019.7,45.0,0
TXN001177,ACC1390,DEV861,148.229.181.24,MER79,2024-01-25 12:00:00,48.08,Transfer,POS,32.0,Female,1,47802.04,95.0,0
TXN001178,ACC5430,DEV327,156.4.119.20,MER79,2024-01-25 12:30:00,118.98,Withdrawal,Web,23.0,Male,3,51667.08,43.0,0
TXN001179,ACC9820,DEV201,18.174.197.56,MER64,2024-01-25 13:00:00,23.41,Deposit,Mobile,60.0,Female,2,21224.0,17.0,0
TXN001180,ACC8686,DEV686,93.18.127.96,MER66,2024-01-25 13:30:00,21.57,Transfer,Web,48.0,Male,2,61052.75,100.0,0
TXN001181,ACC5232,DEV516,193.236.130.169,MER96,2024-01-25 14:00:00,431.8,Transfer,POS,45.0,Male,3,72438.5,113.0,0
TXN001182,ACC9007,DEV315,21.226.232.39,MER25,2024-01-25 14:30:00,244.6,Withdrawal,ATM,,Female,2,37697.09,108.0,0
TXN001183,ACC2521,DEV506,67.152.126.236,MER33,2024-01-25 15:00:00,29.89,Deposit,POS,46.0,Female,2,58752.44,235.0,0
TXN001184,ACC2500,DEV498,230.236.54.211,MER78,2024-01-25 15:30:00,78.27,Deposit,Web,38.0,Male,1,50479.04,47.0,0
TXN001185,ACC7737,DEV814,180.171.108.97,MER50,2024-01-25 16:00:00,65.92,Withdrawal,POS,34.0,Male,1,19957.07,213.0,0
TXN001186,ACC4294,DEV803,213.183.182.111,MER86,2024-01-25 16:30:00,234.82,Withdrawal,POS,73.0,Male,2,73136.09,92.0,0
TXN001187,ACC6085,DEV860,215.197.114.116,MER56,2024-01-25 17:00:00,107.07,Withdrawal,ATM,74.0,Female,1,80244.58,97.0,0
TXN001188,ACC3419,DEV598,205.240.86.200,MER85,2024-01-25 17:30:00,20.52,Transfer,Web,66.0,Female,3,65054.92,178.0,0
TXN001189,ACC4042,DEV853,81.252.65.18,MER78,2024-01-25 18:00:00,201.48,Withdrawal,Web,41.0,Male,2,32727.65,130.0,0
TXN001190,ACC5497,DEV564,211.247.134.117,MER40,2024-01-25 18:30:00,75.85,Withdrawal,Web,67.0,Male,2,92715.85,113.0,0
TXN001191,ACC2466,DEV790,191.41.41.58,MER39,2024-01-25 19:00:00,45.76,Payment,Mobile,53.0,Male,1,45808.16,51.0,1
TXN001192,ACC4561,DEV830,20.72.16.26,MER27,2024-01-25 19:30:00,70.62,Withdrawal,POS,48.0,Female,3,26954.91,218.0,1
TXN001193,ACC1614,DEV181,175.1.62.61,MER53,2024-01-25 20:00:00,103.3,Withdrawal,Web,64.0,Male,1,41119.34,96.0,1
TXN001194,ACC6392,DEV703,100.18.16.68,MER36,2024-01-25 20:30:00,63.04,Transfer,POS,,Male,2,69361.47,185.0,0
TXN001195,ACC8693,DEV786,167.209.116.245,MER35,2024-01-25 21:00:00,41.54,Deposit,ATM,19.0,Male,1,84670.21,45.0,0
TXN001196,ACC4223,DEV850,251.198.80.38,MER69,2024-01-25 21:30:00,76.25,Transfer,ATM,59.0,Male,3,35979.26,263.0,0
TXN001197,ACC8138,DEV871,36.167.172.131,MER27,2024-01-25 22:00:00,2.9,Payment,Mobile,20.0,Female,3,23646.13,125.0,0
TXN001198,ACC3667,DEV464,230.152.196.157,MER98,2024-01-25 22:30:00,222.09,Withdrawal,Mobile,47.0,Male,5,62836.07,81.0,0
TXN001199,ACC8980,DEV262,204.195.215.28,MER65,2024-01-25 23:00:00,28.12,Withdrawal,ATM,25.0,Female,4,92160.9,99.0,0
TXN001200,ACC1130,DEV147,201.195.50.151,MER40,2024-01-25 23:30:00,6.73,Withdrawal,Web,69.0,Female,1,18737.69,273.0,0
TXN001201,ACC3983,DEV610,14.68.145.169,MER68,2024-01-26 00:00:00,159.07,Withdrawal,ATM,24.0,Male,2,80400.43,22.0,1
TXN001202,ACC5278,DEV428,57.210.11.209,MER11,2024-01-26 00:30:00,223.04,Withdrawal,POS,29.0,Female,1,47922.41,297.0,0
TXN001203,ACC8126,DEV939,17.29.87.202,MER48,2024-01-26 01:00:00,252.16,Withdrawal,Mobile,36.0,Male,1,80051.49,175.0,1
TXN001204,ACC9230,DEV215,99.22.208.128,MER70,2024-01-26 01:30:00,102.04,Payment,Mobile,43.0,Male,1,50801.34,166.0,0
TXN001205,ACC8694,DEV948,79.31.251.8,MER72,2024-01-26 02:00:00,34.48,Withdrawal,ATM,45.0,Male,4,38044.11,56.0,0
TXN001206,ACC7640,DEV436,15.155.151.187,MER27,2024-01-26 02:30:00,200.47,Withdrawal,Web,32.0,Male,4,69825.73,40.0,1
TXN001207,ACC6468,DEV980,253.162.213.26,MER26,2024-01-26 03:00:00,180.45,Withdrawal,Web,31.0,Male,1,90112.42,191.0,0
